Training file read
Movie User Rating Prediction
8 573364  1.0 3.088410711927952
4685 229507  3.0 3.334646883565758
4685 1820593  3.0 2.9714203563686965
4685 931232  3.0 2.1225859004885246
4685 1318289  4.0 2.739704220125903
4685 2024833  3.0 3.2303492215797993
4685 410206  1.0 2.531685990423168
4685 62452  3.0 3.6209579470922777
4685 1298126  4.0 3.7570637398286726
4685 1707198  4.0 2.4612908449211175
4685 1460183  3.0 3.2510413797997813
4685 330526  4.0 3.318811907343345
4685 2234535  3.0 2.763772349552439
4685 58066  3.0 3.2862860282553807
4685 1197978  2.0 2.8108599220646413
4685 1783799  4.0 3.7665564399013216
4685 262134  5.0 4.016419968417875
4685 1933317  2.0 3.8322676547178904
4685 635196  2.0 2.8779540875627663
4685 309424  5.0 2.9029683230320518
4685 464774  1.0 2.345083345065182
4685 1116876  3.0 3.0727384023885316
4685 1326640  4.0 3.165104854084763
4694 428653  5.0 4.847129005251644
4694 832536  2.0 2.501198011733492
4737 1812930  5.0 4.041243328641866
4737 660435  3.0 3.677300113852665
4742 1147641  1.0 1.22020475956387
4742 2327122  3.0 3.136464779034838
4742 1949871  2.0 2.4397765094059993
4750 681054  2.0 2.9246174809233123
4750 253275  3.0 3.918457196124209
4761 2218269  3.0 3.4539103384825753
4761 1931648  3.0 3.363234438117885
4761 76196  5.0 2.7843128285048935
4761 15191  4.0 3.4342032637483397
4761 1213587  4.0 3.8744847658318977
4761 2004175  3.0 2.7374747579210097
4761 967937  2.0 3.139912605077651
4761 19106  3.0 3.0668250322068866
4761 1904382  4.0 3.896923216324273
4761 276860  3.0 2.920854223545962
4761 614812  4.0 3.28471963841711
4761 185509  3.0 4.407863450731354
4761 245808  3.0 3.503898468108682
4761 2602249  3.0 2.77318962278905
4761 1279939  5.0 4.301086204502335
4761 43530  3.0 2.775098956369362
4761 654334  3.0 3.6051449893691148
4761 722833  4.0 3.9973072539210874
4761 1342369  3.0 3.1196151728925563
4761 588953  3.0 3.483144734246352
4761 2129174  4.0 3.69094941402189
4761 1287388  3.0 3.4936386532791244
4761 1744913  3.0 3.550914821169995
4761 2121810  1.0 2.5337422069776756
4761 1546018  3.0 3.2807613089980707
4761 1851951  3.0 3.054544165993401
4761 1514695  1.0 3.1374496273448043
4761 484407  3.0 3.6963839683310455
4761 602053  2.0 3.4483050552849055
4761 1746455  3.0 3.0977173231438417
4761 1750785  4.0 3.118912350973775
4761 458919  4.0 3.3473784338193897
4761 1102582  3.0 3.6875623947062164
4761 753663  3.0 3.641826221564762
4761 1866730  3.0 4.228542581077193
4761 1360226  3.0 3.1304091868242736
4761 2269654  4.0 3.2815502180095364
4761 1801037  4.0 3.4552345093955763
4761 2647197  5.0 3.525301864895016
4761 1746056  3.0 3.3636076414861127
4761 691209  3.0 3.1811175205238102
4761 1522371  3.0 2.7808004237052426
4761 2267371  4.0 3.160216860458806
4761 1814098  2.0 3.068884537340038
4761 1018379  5.0 3.442341312745347
4761 780160  3.0 3.0961478972050567
4761 1567202  3.0 1.5967188242111532
4761 2237178  4.0 3.5585025355313977
4761 542657  3.0 3.072337433606918
4761 1169855  2.0 2.6769415983306812
4761 1919448  3.0 3.029270737598965
4761 1314869  3.0 2.900410789630182
4761 1500614  5.0 3.9904300550629928
4761 1139518  5.0 2.3094354358576434
4761 1644034  4.0 3.1513823695629237
4761 1469427  3.0 3.0612209498450715
4761 126230  3.0 3.3956074263923277
4761 2547661  3.0 3.1573606640751497
4761 1664282  1.0 2.8988415708900765
4761 1304853  3.0 3.1979314767790616
4761 1475790  4.0 3.1555114985841906
4761 1953981  2.0 2.6089084072403
4761 345793  3.0 3.193153026113148
4761 2540389  3.0 2.9452122978721826
4761 294826  2.0 3.5263801368689696
4761 1035352  2.0 3.4967381376484026
4761 857880  3.0 3.6895917193977446
4761 959020  1.0 2.996607489380425
4761 1721636  5.0 3.793007110958289
4761 2577758  3.0 3.897941788621215
4761 981500  3.0 3.529161324985618
4761 223269  3.0 3.010310395283437
4761 2610356  5.0 4.151497461586567
4761 932638  1.0 3.7176967214383945
4761 322191  2.0 3.4989609751924515
4761 1600629  4.0 3.7430594926154956
4761 1772050  3.0 2.6360478757777064
4761 2547219  4.0 3.0183976937097348
4761 439240  3.0 3.977141160289891
4761 1312016  4.0 2.7927507883574063
4761 2157783  3.0 3.8054307145728483
4761 1331862  5.0 4.263244780221475
4761 651625  3.0 3.1131674237659177
4761 803979  2.0 2.898232639971847
4761 325844  4.0 3.6884850317704365
4761 1751084  3.0 3.764545428272808
4761 310187  3.0 2.7318974061627577
4761 141233  4.0 3.423942967961326
4761 986993  3.0 2.7209872935926978
4761 1443041  3.0 2.9419002890985686
4761 520286  1.0 3.015588616440852
4761 1993263  4.0 3.910080223923117
4761 1358362  5.0 3.875242533222887
4761 1150035  4.0 3.521014186215138
4761 167041  2.0 3.1637959582493442
4761 346340  2.0 2.943080991385405
4761 1255081  2.0 2.7150469744130845
4761 277837  2.0 2.408453261466414
4761 2627800  2.0 2.7847058465969834
4761 890608  2.0 3.3471020446418036
4761 1267651  5.0 3.9452851686301336
4761 2013678  4.0 3.76216218953552
4761 2350212  3.0 3.060051137129251
4761 433636  5.0 4.037461606284725
4761 2234134  4.0 3.5635991284109902
4761 735400  2.0 3.360108753559903
4761 838669  3.0 3.2237045850045747
4761 517370  1.0 2.691187397169563
4761 1502423  4.0 3.8744350749031264
4761 1961236  3.0 3.027606546685781
4761 1328708  3.0 3.201340833318802
4761 2490710  3.0 3.2984833460593648
4761 239262  4.0 3.365574387485565
4761 184705  4.0 3.243226049442405
4761 339962  4.0 3.202991770477303
4761 1445724  4.0 3.5338782229278105
4761 2147714  2.0 2.850549902929266
4761 2202365  4.0 3.5268049797227996
4761 129796  5.0 4.036769986819587
4761 816213  4.0 3.235128309833433
4761 2293692  3.0 3.1298921813976057
4761 2055550  3.0 2.879252918259647
4761 2077352  4.0 4.272743838054953
4761 1948838  5.0 2.8776061256197636
4761 322009  3.0 3.1454727936623454
4761 2379220  5.0 3.868761792417404
4761 361886  3.0 2.6778818265175337
4761 2266655  2.0 3.348860413381813
4761 1966750  3.0 3.3463004691098424
4761 305632  3.0 3.364220428115598
4761 2359486  2.0 3.095188351022525
4761 1047634  3.0 3.0652425268114656
4761 473327  3.0 3.731340837762215
4761 1446927  3.0 3.3453114574580707
4761 701960  5.0 3.4269195968602295
4761 991649  4.0 3.575590454639341
4761 393650  3.0 3.233901994550933
4761 881004  5.0 3.966118364613325
4761 2442353  3.0 3.16761475015542
4761 2327743  5.0 3.1550899238452796
4761 1808648  5.0 4.310773247833644
4761 576990  1.0 2.111674701442878
4761 2123401  5.0 3.557418519986349
4761 237672  4.0 3.588077994894921
4761 806605  5.0 2.8274807445502774
4761 384693  3.0 2.759951563943794
4761 567105  4.0 3.718618474677298
4761 2119135  3.0 3.325177054784731
4761 209024  2.0 3.342109965443629
4761 1001912  3.0 3.5916725248061123
4761 1564968  3.0 3.677171183924384
4761 1351064  4.0 3.039414339369587
4761 1354076  4.0 3.9138738051839224
4761 1765896  3.0 3.197360656217233
4761 23042  4.0 3.3148566064390566
4761 2648885  4.0 3.740187352023532
4761 347605  3.0 3.1297099094822856
4761 1346908  3.0 3.267569013628154
4761 1026933  3.0 2.9524396245843043
4761 1160024  3.0 3.194007100873354
4761 40713  4.0 3.253520690636711
4761 26517  4.0 4.086829503688198
4761 391543  3.0 4.2804472969329925
4761 1664306  4.0 3.4627777817691636
4761 2186505  2.0 2.59689239322869
4761 1379133  5.0 4.070799953575202
4761 273251  4.0 3.7081823221706296
4761 1822020  2.0 3.357716197813292
4761 1959017  5.0 3.5917641299649636
4761 1626390  4.0 3.5864854798420582
4761 1589470  1.0 3.4268328897102283
4761 43729  2.0 3.4958210330064694
4761 2235512  3.0 3.7358431459124275
4761 1112779  5.0 3.0106223581825073
4761 1582151  2.0 2.7705586107714284
4761 1339451  4.0 3.0468067497047073
4761 1316230  4.0 3.936506351853147
4761 1819434  3.0 3.3174227712232427
4761 1875533  4.0 3.5182090451945305
4761 715898  4.0 3.113387420533223
4761 1669465  4.0 3.804769577035812
4761 1915501  4.0 3.972813113994387
4761 441401  2.0 3.297925926675798
4761 608114  3.0 3.0027584100713645
4761 1153365  1.0 3.215548214289771
4761 1849084  3.0 3.7289506843043796
4761 2150155  3.0 3.1241299836317338
4761 2257683  2.0 3.035830223580622
4761 478558  3.0 3.2218917276137047
4761 1707563  5.0 4.154949067042465
4761 1070519  3.0 3.096259380373447
4761 766133  2.0 3.3326075995723645
4761 2258730  3.0 3.276527345092602
4761 399643  4.0 3.3639174000820984
4761 376212  4.0 3.451955352377686
4761 1475683  2.0 2.9331803310299245
4761 2307374  4.0 3.5746893066414
4761 324080  3.0 3.4699002181281045
4761 415005  3.0 3.00732830615099
4761 561184  2.0 2.7223968462347425
4761 1774590  3.0 3.318447582480066
4761 419598  4.0 3.6515456700931503
4761 1620733  3.0 2.5593756945822155
4761 2319565  3.0 2.7761799465141688
4761 1994785  4.0 3.359074388764309
4761 596057  4.0 3.306074947745129
4761 327401  1.0 2.656492597493589
4761 603510  5.0 4.4637049498942245
4761 1710658  3.0 2.8976106288115213
4761 196113  4.0 3.9015685326876235
4761 2217027  1.0 3.494107431919491
4761 1114884  4.0 3.160766131202094
4761 1428930  3.0 2.9064195331139087
4761 1913457  4.0 3.3175373986817562
4761 1065598  3.0 3.6253833289831223
4761 1799922  2.0 3.278455569992814
4761 108780  4.0 3.868793335999887
4761 256278  2.0 3.0175255897004964
4761 768876  3.0 3.5171875404748434
4761 99844  3.0 3.704478971793227
4761 124598  5.0 4.752126781539437
4761 670382  1.0 4.063147001488964
4761 275743  4.0 3.301691807737196
4761 1124693  3.0 3.3123381737548607
4761 1166271  2.0 2.8736690337758497
4761 1189462  3.0 3.4166869198480105
4761 2556321  2.0 3.6618948027564033
4761 367706  2.0 2.8202998996434903
4761 2643806  4.0 3.9132196079998254
4761 2110107  4.0 3.887541554124126
4761 646757  3.0 3.3087303845740443
4761 1421023  5.0 3.9121307237266776
4761 1649764  5.0 3.8051751635394013
4761 1550650  3.0 3.250447091580811
4761 1509271  3.0 3.578531717762248
4761 600546  4.0 3.6766038497499647
4761 717539  3.0 3.6337087255953437
4761 462806  3.0 3.738057156490515
4761 1321481  4.0 3.537981552984628
4761 1560395  4.0 2.7344346553474517
4761 741840  3.0 3.407851334388262
4761 1107588  4.0 2.3035389952625613
4761 1731133  3.0 2.7630105815576753
4761 1921654  3.0 3.392773716380348
4761 1152249  3.0 3.453384781359117
4761 2140569  2.0 3.2127776173848184
4761 1569593  4.0 2.6335828147652127
4761 1849174  4.0 4.23821097225222
4761 2518678  4.0 3.289259076905327
4761 70328  3.0 3.329842690375736
4761 1929765  2.0 3.0434245941962073
4761 1034831  4.0 3.341820088464537
4761 400086  2.0 3.3406891307560445
4761 679869  5.0 3.4801131497787607
4761 1986816  5.0 3.9516936129474947
4761 1204294  3.0 3.173644090440887
4761 1795822  3.0 3.5604550647051267
4761 1007057  3.0 3.9958154471886367
4761 1495747  2.0 2.919962565014183
4761 78922  4.0 3.8667960846444425
4761 1413434  4.0 3.461491509642836
4761 192917  3.0 3.503292214575575
4761 1080875  4.0 3.273929531959589
4761 1926320  5.0 3.1784666850433756
4761 523779  4.0 3.2296018209554824
4761 200938  3.0 2.2659003710058667
4761 1302495  3.0 3.150768192258788
4761 2056942  2.0 3.5833375241744436
4761 1002688  4.0 3.098418689460006
4761 2643855  2.0 2.5565086573994993
4761 1705359  4.0 3.90033626247942
4761 1457793  3.0 3.273766593258868
4761 1425899  2.0 3.086756931859588
4761 134182  4.0 2.7555549181111894
4761 2062595  2.0 3.5689384681117766
4761 342020  1.0 3.3328550094690166
4761 1122480  4.0 3.298038754640152
4761 591050  2.0 3.8311881170776516
4761 218199  3.0 2.631667475068818
4761 2471527  4.0 3.245938360617055
4761 2346704  3.0 3.489101575180222
4761 2458825  3.0 3.2771019423335286
4761 2312938  1.0 3.3616849495922096
4761 2073563  4.0 3.6698114293975355
4761 982709  3.0 3.295530041697378
4761 2374825  3.0 3.5494033897641546
4761 1860613  4.0 3.5303585516393055
4761 999397  1.0 3.1871277552983486
4761 812726  3.0 3.494160718233635
4761 931232  3.0 2.4229178288153133
4761 1642040  4.0 3.458707837521647
4761 1788009  5.0 4.205376743993357
4761 300720  3.0 2.6384452487357364
4761 2607018  4.0 3.3897624465022003
4761 1820247  2.0 3.0142729843386626
4761 915959  4.0 3.838593876253666
4761 1706910  4.0 2.9377083664939736
4761 1862272  2.0 2.803043603557175
4761 2251190  3.0 3.6092176334901693
4761 2274712  5.0 3.6183927759312775
4761 424387  3.0 3.1715119070640188
4761 752795  4.0 3.5228166185037524
4761 775895  4.0 3.2316949230761627
4761 1987400  4.0 3.349371739290672
4761 111657  1.0 3.228574890293596
4761 2435584  3.0 3.348841522690553
4761 644429  3.0 2.9512561835202975
4761 2000600  3.0 3.6444119567075233
4761 1544909  3.0 3.412466087578894
4761 2539309  2.0 3.0654536103854433
4761 141920  3.0 3.4861767750705766
4761 528772  3.0 3.3605081621998436
4761 776383  3.0 4.070736046954072
4761 1434507  5.0 4.535753138664905
4761 1331645  3.0 3.1593405276586752
4768 1322587  4.0 3.9631987089173775
4837 883478  4.0 2.6274422153753876
4837 1562968  2.0 2.615596769992389
4837 2118461  3.0 3.421675800578645
4840 144556  5.0 3.8489361596490728
4840 509860  3.0 3.125171473987018
4840 1110156  3.0 2.5746248724975858
4840 940806  3.0 3.2771009047450392
4840 1779153  3.0 3.7417563873737443
4840 382817  3.0 3.9116700199789842
4840 1860298  4.0 3.317607637617707
4840 1932594  1.0 2.004527897087328
4840 1583769  4.0 2.7400791874748442
4840 50718  4.0 3.700152448238361
4840 2241291  5.0 4.1138354948855
4840 1919713  4.0 3.4606508563191367
4847 1392773  3.0 4.181650999276063
4847 1663216  3.0 3.195809242991224
4847 1401310  5.0 4.219897970095074
4847 827380  3.0 3.648032878954399
4847 1620735  4.0 3.8507485125257603
4847 624145  4.0 3.249401700915572
4847 1051070  3.0 3.570700087289017
4847 942215  5.0 4.536077162474271
4847 1267394  4.0 3.694488524559414
4847 806013  4.0 4.147039258518984
4847 201303  3.0 3.9830138784049245
4847 1954125  5.0 4.776520654573725
4847 2097995  3.0 3.910231748476331
4847 1888772  3.0 3.9707521496030704
4847 1644680  5.0 4.370293762922569
4847 1890622  3.0 3.9976121223208554
4847 1114339  4.0 3.6602627551871496
4847 437680  5.0 3.4856241688272793
4847 1896369  5.0 4.154310787095619
4847 1572469  4.0 3.902023024541151
4847 2337325  3.0 4.126988581879015
4847 2151504  4.0 3.8395218950198724
4847 929308  4.0 3.6993932030297536
4847 367976  4.0 4.00513561092814
4847 1602952  2.0 3.2152871456967107
4847 484675  4.0 2.9781312499608963
4847 686510  5.0 3.9933330940435954
4847 2430662  5.0 3.7717620943841035
4847 2213715  4.0 4.070831503219985
4847 306809  4.0 4.430604030522962
4847 1382057  5.0 4.789263500124163
4847 2331635  4.0 3.7208342656634543
4847 1319449  5.0 4.177805233068541
4847 286106  4.0 3.5748605302809557
4847 821883  4.0 4.362794112757424
4847 2221430  5.0 4.721446112747124
4847 297901  4.0 3.7380000185388265
4847 304882  5.0 3.730963854538335
4847 158197  2.0 2.71757230373379
4847 666367  3.0 4.169212714850513
4847 2402945  5.0 3.6033512032104613
4847 739622  5.0 4.547313417366315
4847 1276355  3.0 3.2775695601611283
4847 2043085  5.0 4.021677887918402
4847 89800  4.0 3.957551537176075
4847 586060  3.0 3.6703140527097395
4847 2477177  4.0 4.639030230617834
4847 256562  4.0 4.279680588691812
4847 1150238  5.0 3.9916118361602853
4847 1070629  4.0 3.87293955883404
4847 1522371  4.0 3.401288075093455
4847 1347949  5.0 4.253866302150152
4847 2621846  4.0 4.516059999658195
4847 2267371  5.0 3.8873238745242693
4847 2149827  5.0 4.410356614243596
4847 22663  5.0 3.507838881344155
4847 1217714  4.0 3.6578079557584946
4847 1623991  5.0 3.751003124703087
4847 727242  3.0 1.687559482150742
4847 842026  3.0 3.341271460127677
4847 724224  3.0 3.8321673662519786
4847 1427380  4.0 3.673535039562672
4847 240121  5.0 3.7426040096077178
4847 1396046  4.0 3.5195420959280734
4847 1283137  3.0 3.644966576154534
4847 2308912  4.0 3.511384373888494
4847 908662  5.0 4.154179903960329
4847 1280053  5.0 3.8257255409281714
4847 1182503  4.0 4.29468720242151
4847 1317589  4.0 3.8035111423283663
4847 291396  4.0 4.28939606871652
4847 502406  4.0 4.5894401696278235
4847 1374884  4.0 3.4984758992252907
4847 1927527  4.0 4.077770125199183
4847 2316025  5.0 4.244499420007401
4847 1416235  2.0 3.5481604412648564
4847 2349759  3.0 3.8037035871377918
4847 87448  5.0 4.174149119936298
4847 382234  4.0 4.193102162040659
4847 2206502  4.0 4.522293098601254
4847 1734270  3.0 3.175681825371364
4847 2069600  5.0 3.965568328740498
4847 254113  4.0 4.491144249522455
4847 2090313  5.0 3.6946139452121805
4847 284489  5.0 4.046316589056695
4847 88280  4.0 3.662648167239245
4847 1910320  4.0 2.868244319582426
4847 491769  3.0 3.4514680275371807
4847 1046634  5.0 4.382087142210099
4847 2517394  3.0 3.8379952863092015
4847 1977655  5.0 4.430433535015299
4847 2583895  4.0 4.316540874804851
4847 1386053  2.0 3.6037199392129375
4847 1022732  4.0 3.971716862956429
4847 2439537  4.0 4.3958369739633385
4847 19573  4.0 4.039206165048012
4847 1722153  4.0 3.235192484390717
4847 1187749  3.0 3.631965254618368
4847 93355  4.0 3.936834430363211
4847 299994  4.0 4.325098191432256
4847 1897166  5.0 4.45625085677392
4847 1215043  5.0 4.1130136019499535
4847 1330537  4.0 3.8224936174859634
4847 578237  4.0 3.713768466621174
4847 207017  5.0 4.62928786338022
4847 1119094  5.0 4.723596311648491
4847 548695  3.0 3.7424822725373263
4847 2002444  4.0 4.173486543315437
4847 1607747  4.0 4.080407435874042
4847 1214262  5.0 4.028829808656003
4847 134617  5.0 4.171012961039567
4847 1291186  5.0 4.220066509393175
4847 1621533  2.0 3.687967638776439
4847 1910395  5.0 4.378124818531647
4847 2215040  5.0 5.059199412242975
4847 568224  5.0 4.707318265794017
4847 2156559  4.0 4.323880578691548
4847 239569  5.0 4.169456224630982
4847 2062552  3.0 3.4803997715946156
4847 1417474  4.0 4.058158113379628
4847 1851082  5.0 4.6416033249483135
4847 1630714  5.0 4.208656166068005
4847 568605  5.0 4.421073625536114
4847 1414980  5.0 4.103585996683255
4847 1750778  4.0 4.064773920255349
4847 1616135  4.0 3.8819550393171007
4847 2025855  3.0 3.7892258275246777
4847 508852  3.0 3.7765886322832865
4847 650828  3.0 3.365079027774341
4847 1551980  3.0 3.2852493819543773
4847 339547  4.0 4.1535139702741395
4847 1900910  3.0 4.1883303349684
4847 309662  5.0 3.9444756253126245
4847 1526907  5.0 3.581688433244502
4847 145941  4.0 4.18334863812696
4847 1757328  4.0 3.477103127506744
4847 1536768  4.0 3.5370820845258706
4847 302198  3.0 4.28885485537552
4847 2002253  5.0 3.450054438473033
4847 925486  4.0 3.2084780819898997
4847 2596426  5.0 3.9906952041179458
4847 81074  3.0 3.426365199126376
4847 2354601  3.0 3.591498287364308
4847 699988  5.0 3.5651279665617914
4847 376730  3.0 3.6364569530962183
4847 2623852  4.0 3.4598796965885636
4847 1497505  3.0 3.456366166173432
4847 1135154  4.0 4.094433129863014
4847 2619972  5.0 3.389165603750602
4847 190213  4.0 4.31534028037357
4847 2590509  4.0 4.193502413832512
4847 330802  2.0 3.7103903034285546
4847 1257450  3.0 3.7672320276219096
4847 784073  4.0 4.164727374938527
4847 89086  5.0 3.9058608754217548
4847 1792303  3.0 3.531480506416473
4847 2391124  5.0 3.8464555255452724
4847 306564  5.0 4.180500405885902
